an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,Richesse foncière uniformisée (RFU),Évaluation imposable uniformisée agricole - agglomération,Évaluation imposable uniformisée autre,Évaluation imposable uniformisée autre - agglomération,Évaluation imposable uniformisée résidentielle / Évaluation uniformisée des immeubles imposables,Évaluation imposable uniformisée résidentielle / Évaluation uniformisée des immeubles imposables - agglomération,Évaluation imposable uniformisée industrielle et commerciale / Évaluation uniformisée des immeubles imposables,Évaluation imposable uniformisée industrielle et commerciale / Évaluation uniformisée des immeubles imposables - agglomération,Évaluation imposable uniformisée agricole / Évaluation uniformisée des immeubles imposables,Évaluation imposable uniformisée agricole / Évaluation uniformisée des immeubles imposables - agglomération,Évaluation imposable uniformisée autre / Évaluation uniformisée des immeubles imposables,Richesse foncière uniformisée (RFU) - agglomération,Évaluation imposable uniformisée autre / Évaluation uniformisée des immeubles imposables - agglomération,Évaluation moyenne uniformisée des résidences d'un logement (incluant condominiums),Évaluation moyenne uniformisée par logement,RFU par unité d'évaluation imposable et compensable,RFU par unité d'évaluation imposable et compensable - agglomération,Indice RFU par unité d'évaluation imposable et compensable,Nombre d'unité d'évaluation imposable et compensable,Nombre d'unité d'évaluation imposable et compensable - agglomération,Évaluation uniformisée des immeubles imposables,Évaluation uniformisée des immeubles imposables - agglomération,Évaluation imposable uniformisée résidentielle,Évaluation imposable uniformisée résidentielle - agglomération,Évaluation imposable uniformisée industrielle et commerciale,Évaluation imposable uniformisée industrielle et commerciale - agglomération,Évaluation imposable uniformisée agricole
2023,2023,18070,Saint-Antoine-de-l'Isle-aux-Grues,P,130,1 @ 1 999,AR180,Montmagny,12,Chaudière-Appalaches,,,49673900.0,,796300.0,,0.571,,0.1238,,0.2861,,0.0191,,,182623.0,173991.0,177407.0,,102.0,280.0,,41632900.0,,23771000.0,,5155100.0,,11910500.0
2023,2023,19005,Saint-Philémon,P,719,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,152935697.18,,36008952.0,,0.6133,,0.0518,,0.0977,,0.2371,,,156287.0,157778.0,131388.0,,76.0,1164.0,,151844770.0,,93133117.0,,7866285.0,,14836416.0
2023,2023,19010,Notre-Dame-Auxiliatrice-de-Buckland,P,757,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,127718430.06,,21602736.0,,0.6785,,0.0367,,0.114,,0.1709,,,161559.0,148172.0,124240.0,,71.0,1028.0,,126431331.0,,85780323.0,,4639314.0,,14408958.0
2023,2023,19015,Saint-Nazaire-de-Dorchester,P,368,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,50848332.0,,10901250.0,,0.4766,,0.0048,,0.3043,,0.2144,,,127791.0,120580.0,148679.0,,86.0,342.0,,50853006.0,,24235944.0,,242934.0,,15472878.0
2023,2023,19020,Saint-Léon-de-Standon,P,1068,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,128804108.0,,23473900.0,,0.5186,,0.0359,,0.2616,,0.1839,,,102657.0,96457.0,118169.0,,68.0,1090.0,,127613600.0,,66179100.0,,4582500.0,,33378100.0
2023,2023,19025,Saint-Malachie,P,1595,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,196064064.0,,17259200.0,,0.7039,,0.0222,,0.1854,,0.0885,,,176983.0,157210.0,156226.0,,90.0,1255.0,,195080100.0,,137313600.0,,4336000.0,,36171300.0
2023,2023,19030,Saint-Damien-de-Buckland,P,1805,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,218379854.28,,19270888.0,,0.6756,,0.1971,,0.0324,,0.0949,,,159541.0,133118.0,195156.0,,112.0,1119.0,,203126094.0,,137231638.0,,40040014.0,,6583554.0
2023,2023,19037,Armagh,M,1477,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,153099295.88,,19951440.0,,0.6588,,0.0404,,0.1694,,0.1314,,,136691.0,120900.0,140587.0,,81.0,1089.0,,151817738.0,,100016800.0,,6128684.0,,25720814.0
2023,2023,19045,Saint-Nérée-de-Bellechasse,M,770,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,112649949.3,,16559963.0,,0.7007,,0.0122,,0.1385,,0.1486,,,169983.0,164988.0,149205.0,,86.0,755.0,,111425804.0,,78078448.0,,1356866.0,,15430527.0
2023,2023,19050,Saint-Lazare-de-Bellechasse,M,1370,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,162585520.0,,12644900.0,,0.567,,0.1077,,0.2467,,0.0786,,,183805.0,165151.0,198275.0,,114.0,820.0,,160922400.0,,91247600.0,,17324000.0,,39705900.0
2023,2023,19055,Sainte-Claire,M,3641,2 000 @ 9 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,485995556.8,,16021200.0,,0.6194,,0.1896,,0.1575,,0.0336,,,203782.0,170531.0,246824.0,,90.0,1969.0,,477019088.0,,295449856.0,,90439544.0,,75108488.0
2023,2023,19062,Saint-Anselme,M,4308,2 000 @ 9 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,607450429.08,,14496174.0,,0.6305,,0.1509,,0.1938,,0.0248,,,246161.0,204935.0,313280.0,,114.0,1939.0,,585104751.0,,368926074.0,,88270875.0,,113411628.0
2023,2023,19068,Saint-Henri,M,5939,2 000 @ 9 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,871009429.5,,17080245.0,,0.6735,,0.1236,,0.1831,,0.0198,,,283949.0,235199.0,335004.0,,122.0,2600.0,,863229045.0,,581419020.0,,106678635.0,,158051145.0
2023,2023,19070,Honfleur,M,887,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,156289608.0,,2428488.0,,0.4223,,0.0255,,0.5366,,0.0155,,,225421.0,198882.0,300557.0,,173.0,520.0,,156289176.0,,66007980.0,,3985092.0,,83867616.0
2023,2023,19075,Saint-Gervais,M,2171,2 000 @ 9 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,317187646.78,,3165110.0,,0.5445,,0.0385,,0.4068,,0.0102,,,231024.0,198517.0,294237.0,,107.0,1078.0,,309709069.0,,168639253.0,,11914898.0,,125989808.0
2023,2023,19082,Saint-Raphaël,M,2416,2 000 @ 9 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,326267203.64,,23005598.0,,0.726,,0.0498,,0.152,,0.0722,,,202704.0,183088.0,183090.0,,67.0,1782.0,,318763130.0,,231431704.0,,15860516.0,,48465312.0
2023,2023,19090,La Durantaye,P,829,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,111460196.88,,4543128.0,,0.6341,,0.0448,,0.2799,,0.0412,,,215020.0,190607.0,195544.0,,112.0,570.0,,110230308.0,,69892200.0,,4943808.0,,30851172.0
2023,2023,19097,Saint-Charles-de-Bellechasse,M,2642,2 000 @ 9 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,363479193.0,,6326100.0,,0.6473,,0.0684,,0.2664,,0.0179,,,234049.0,202548.0,260372.0,,95.0,1396.0,,352831490.0,,228397950.0,,24117060.0,,93990380.0
2023,2023,19105,Beaumont,M,3146,2 000 @ 9 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,526100250.24,,24857802.0,,0.8347,,0.0435,,0.0742,,0.0476,,,338862.0,307124.0,307841.0,,112.0,1709.0,,522737850.0,,436323169.0,,22750574.0,,38806305.0
2023,2023,19110,Saint-Michel-de-Bellechasse,M,1870,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,356696525.08,,7712502.0,,0.769,,0.0297,,0.1791,,0.0221,,,319683.0,281102.0,317628.0,,183.0,1123.0,,348582472.0,,268064300.0,,10369282.0,,62436388.0
2023,2023,19117,Saint-Vallier,M,1080,1 @ 1 999,AR190,Bellechasse,12,Chaudière-Appalaches,,,168241901.4,,3530556.0,,0.6139,,0.0525,,0.3125,,0.0211,,,248447.0,218026.0,253376.0,,146.0,664.0,,167084098.0,,102571560.0,,8772961.0,,52209021.0
2023,2023,26005,Frampton,M,1366,1 @ 1 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,227071951.08,,9661842.0,,0.4794,,0.1753,,0.3025,,0.0427,,,174592.0,153669.0,175345.0,,101.0,1295.0,,226061886.0,,108376836.0,,39631188.0,,68392020.0
2023,2023,26010,Saints-Anges,M,1246,1 @ 1 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,170062382.6,,4001500.0,,0.566,,0.1104,,0.2999,,0.0237,,,199805.0,178272.0,190226.0,,109.0,894.0,,168747018.0,,95509498.0,,18626638.0,,50609382.0
2023,2023,26015,Vallée-Jonction,M,1906,1 @ 1 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,211995239.4,,4442340.0,,0.711,,0.1865,,0.0812,,0.0213,,,190091.0,162092.0,195748.0,,113.0,1083.0,,208772760.0,,148445115.0,,38933160.0,,16952145.0
2023,2023,26022,Saint-Elzéar,M,2699,2 000 @ 9 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,363087213.84,,11447880.0,,0.6161,,0.0858,,0.2662,,0.0318,,,241511.0,213521.0,239820.0,,87.0,1514.0,,359590188.6,,221557632.0,,30844056.6,,95740620.0
2023,2023,26030,Sainte-Marie,V,13550,10 000 @ 24 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,1770754805.12,,30870112.0,,0.7265,,0.1868,,0.0687,,0.018,,,251670.0,206489.0,311424.0,,75.0,5686.0,,1717873360.0,,1248035040.0,,320927040.0,,118041168.0
2023,2023,26035,Sainte-Marguerite,P,1262,1 @ 1 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,197089884.0,,4194800.0,,0.5343,,0.0504,,0.3939,,0.0214,,,213742.0,179427.0,223205.0,,128.0,883.0,,195938100.0,,104697100.0,,9866500.0,,77179700.0
2023,2023,26040,Sainte-Hénédine,P,1452,1 @ 1 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,199437864.0,,1713100.0,,0.5666,,0.043,,0.3815,,0.0088,,,208414.0,190415.0,268062.0,,154.0,744.0,,193793400.0,,109798000.0,,8341400.0,,73940900.0
2023,2023,26048,Scott,M,2709,2 000 @ 9 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,352242204.0,,10584100.0,,0.7318,,0.1422,,0.0956,,0.0303,,,247155.0,212605.0,239784.0,,87.0,1469.0,,348787600.0,,255246300.0,,49604400.0,,33352800.0
2023,2023,26055,Saint-Bernard,M,2700,2 000 @ 9 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,401813308.0,,4276500.0,,0.5152,,0.0632,,0.4109,,0.0107,,,225207.0,199474.0,281382.0,,102.0,1428.0,,398356000.0,,205216600.0,,25190500.0,,163672400.0
2023,2023,26063,Saint-Isidore,M,3313,2 000 @ 9 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,529101648.0,,8362500.0,,0.5719,,0.0799,,0.3322,,0.016,,,248131.0,219775.0,293945.0,,107.0,1800.0,,522812700.0,,298988600.0,,41794200.0,,173667400.0
2023,2023,26070,Saint-Lambert-de-Lauzon,M,7004,2 000 @ 9 999,AR260,La Nouvelle-Beauce,12,Chaudière-Appalaches,,,925805958.88,,26792984.0,,0.777,,0.0996,,0.0942,,0.0292,,,285973.0,260610.0,278522.0,,101.0,3324.0,,916855268.0,,712352860.0,,91343910.0,,86365514.0
2023,2023,27008,Saint-Victor,M,2371,2 000 @ 9 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,327142926.0,,4304800.0,,0.6184,,0.1305,,0.2377,,0.0133,,,184841.0,170085.0,188773.0,,69.0,1733.0,,323418600.0,,200003500.0,,42221300.0,,76889000.0
2023,2023,27015,Saint-Alfred,M,545,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,93504410.0,,5317585.0,,0.5857,,0.1349,,0.2225,,0.0569,,,226109.0,220151.0,181210.0,,104.0,516.0,,93504410.0,,54768820.0,,12612680.0,,20805325.0
2023,2023,27028,Beauceville,V,6321,2 000 @ 9 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,701648960.0,,10204200.0,,0.6693,,0.2285,,0.0865,,0.0157,,,183165.0,148281.0,198206.0,,72.0,3540.0,,648527600.0,,434047000.0,,148165100.0,,56111300.0
2023,2023,27035,Saint-Odilon-de-Cranbourne,M,1367,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,174378519.96,,3783888.0,,0.4403,,0.1628,,0.375,,0.0219,,,146310.0,128088.0,184528.0,,106.0,945.0,,172690848.0,,76032642.0,,28108866.0,,64765452.0
2023,2023,27043,Saint-Joseph-de-Beauce,V,4989,2 000 @ 9 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,551542463.78,,4120256.0,,0.7007,,0.1823,,0.109,,0.008,,,195625.0,160423.0,226227.0,,82.0,2438.0,,517549445.0,,362669041.0,,94372117.0,,56388031.0
2023,2023,27050,Saint-Joseph-des-Érables,M,423,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,56633616.0,,79456.0,,0.3216,,0.0813,,0.5957,,0.0014,,,156637.0,143665.0,201543.0,,116.0,281.0,,56539392.0,,18183568.0,,4597320.0,,33679048.0
2023,2023,27055,Saint-Jules,P,530,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,71868700.0,,109000.0,,0.3179,,0.1552,,0.5254,,0.0015,,,129553.0,116172.0,164459.0,,95.0,437.0,,71779100.0,,22815000.0,,11138800.0,,37716300.0
2023,2023,27060,Tring-Jonction,VL,1467,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,128516064.48,,2570508.0,,0.7477,,0.1426,,0.0894,,0.0203,,,164213.0,140123.0,155400.0,,89.0,827.0,,126845676.0,,94840308.0,,18093564.0,,11341296.0
2023,2023,27065,Saint-Frédéric,P,1115,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,133636865.6,,1303344.0,,0.4947,,0.163,,0.3325,,0.0099,,,158729.0,135991.0,174917.0,,101.0,764.0,,132285104.0,,65435104.0,,21561568.0,,43985088.0
2023,2023,27070,Saint-Séverin,P,282,1 @ 1 999,AR270,Beauce-Centre,12,Chaudière-Appalaches,,,63641258.6,,918984.0,,0.3531,,0.2914,,0.341,,0.0144,,,142148.0,122896.0,144639.0,,83.0,440.0,,63637872.0,,22472982.0,,18547004.0,,21698902.0
2023,2023,28005,Saint-Zacharie,M,1680,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,168285346.34,,947428.0,,0.5572,,0.1915,,0.2456,,0.0057,,,108219.0,91992.0,116380.0,,67.0,1446.0,,165932553.0,,92462193.0,,31771756.0,,40751176.0
2023,2023,28015,Sainte-Aurélie,M,852,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,135592068.24,,4056984.0,,0.653,,0.1539,,0.163,,0.0301,,,161971.0,137571.0,140802.0,,81.0,963.0,,134719152.0,,87966164.0,,20737088.0,,21958916.0
2023,2023,28020,Saint-Prosper,M,3676,2 000 @ 9 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,326999343.0,,4002460.0,,0.7318,,0.1594,,0.0958,,0.013,,,155427.0,129599.0,157438.0,,57.0,2077.0,,308441320.0,,225720770.0,,49159110.0,,29558980.0
2023,2023,28025,Saint-Benjamin,M,1096,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,125545360.0,,2424700.0,,0.6051,,0.1884,,0.1871,,0.0194,,,163948.0,142478.0,139186.0,,80.0,902.0,,124790700.0,,75514100.0,,23505800.0,,23346100.0
2023,2023,28030,Sainte-Rose-de-Watford,M,761,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,93561079.08,,513228.0,,0.5978,,0.2184,,0.1782,,0.0056,,,141518.0,127709.0,138404.0,,80.0,676.0,,92350032.0,,55211226.0,,20165346.0,,16460232.0
2023,2023,28035,Saint-Louis-de-Gonzague,M,379,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,60648457.78,,1245229.0,,0.3133,,0.3389,,0.3272,,0.0205,,,99678.0,81516.0,120814.0,,69.0,502.0,,60646056.0,,19000221.0,,20555217.0,,19845389.0
2023,2023,28040,Saint-Cyprien,P,505,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,56295994.32,,185259.0,,0.5049,,0.2691,,0.2227,,0.0033,,,95969.0,85248.0,107847.0,,62.0,522.0,,55531080.0,,28040376.0,,14940933.0,,12364512.0
2023,2023,28045,Sainte-Justine,M,1841,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,163726378.2,,638820.0,,0.6645,,0.2311,,0.1004,,0.0041,,,143146.0,117987.0,148572.0,,85.0,1102.0,,157626945.0,,104738130.0,,36430485.0,,15819510.0
2023,2023,28053,Lac-Etchemin,M,3959,2 000 @ 9 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,537490662.0,,11382200.0,,0.733,,0.1852,,0.0594,,0.0224,,,205361.0,113511.0,199366.0,,73.0,2696.0,,508504400.0,,372729300.0,,94176500.0,,30216400.0
2023,2023,28060,Saint-Luc-de-Bellechasse,M,451,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,82076438.0,,957985.0,,0.4409,,0.4732,,0.0742,,0.0117,,,122343.0,107128.0,111517.0,,64.0,736.0,,82076438.0,,36188805.0,,38842176.0,,6087472.0
2023,2023,28065,Sainte-Sabine,P,359,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,48237296.0,,490609.0,,0.4438,,0.344,,0.202,,0.0102,,,93557.0,88822.0,101766.0,,59.0,474.0,,48183123.0,,21382748.0,,16575521.0,,9734245.0
2023,2023,28070,Saint-Camille-de-Lellis,P,751,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,85027980.98,,339862.0,,0.4377,,0.355,,0.2033,,0.0041,,,91035.0,79121.0,102074.0,,59.0,833.0,,83215505.0,,36423658.0,,29538346.0,,16913639.0
2023,2023,28075,Saint-Magloire,M,688,1 @ 1 999,AR280,Les Etchemins,12,Chaudière-Appalaches,,,103408693.2,,1175472.0,,0.4521,,0.4022,,0.1342,,0.0115,,,109137.0,92643.0,108395.0,,62.0,954.0,,101828340.0,,46036188.0,,40952520.0,,13664160.0
2023,2023,29005,Saint-Théophile,M,678,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,138891042.0,,5397700.0,,0.2995,,0.4243,,0.2355,,0.0408,,,107384.0,104200.0,178753.0,,103.0,777.0,,132388600.0,,39645000.0,,56171900.0,,31174000.0
2023,2023,29013,Saint-Gédéon-de-Beauce,M,2184,2 000 @ 9 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,216881023.8,,3232320.0,,0.5662,,0.2762,,0.1425,,0.015,,,141093.0,125543.0,181036.0,,66.0,1198.0,,214807845.0,,121630845.0,,59326470.0,,30618210.0
2023,2023,29020,Saint-Hilaire-de-Dorset,P,99,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,53146215.0,,136505.0,,0.0781,,0.6147,,0.3046,,0.0026,,,115049.0,97285.0,428599.0,,246.0,124.0,,53146215.0,,4151500.0,,32668740.0,,16189470.0
2023,2023,29025,Saint-Évariste-de-Forsyth,M,593,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,119235390.12,,499158.0,,0.3541,,0.2775,,0.3642,,0.0042,,,163634.0,152171.0,210292.0,,121.0,567.0,,118909791.0,,42110541.0,,32993730.0,,43306362.0
2023,2023,29030,La Guadeloupe,VL,1781,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,165299062.0,,1596000.0,,0.645,,0.2346,,0.1105,,0.0099,,,162761.0,118911.0,198438.0,,114.0,833.0,,160407000.0,,103456700.0,,37627000.0,,17727300.0
2023,2023,29038,Saint-Honoré-de-Shenley,M,1523,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,233789004.0,,1102400.0,,0.3788,,0.1824,,0.434,,0.0047,,,156600.0,140306.0,238560.0,,137.0,980.0,,232388900.0,,88035100.0,,42386400.0,,100865000.0
2023,2023,29045,Saint-Martin,P,2580,2 000 @ 9 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,226158598.32,,2181372.0,,0.6137,,0.2273,,0.1487,,0.0103,,,127581.0,110445.0,154903.0,,56.0,1460.0,,211916016.0,,130045716.0,,48171132.0,,31517796.0
2023,2023,29050,Saint-René,P,894,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,117501375.0,,2768875.0,,0.6723,,0.2416,,0.0625,,0.0236,,,236640.0,221816.0,171786.0,,99.0,684.0,,117501375.0,,78996375.0,,28394125.0,,7342000.0
2023,2023,29057,Saint-Côme-Linière,M,3343,2 000 @ 9 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,316887082.54,,4003993.0,,0.6694,,0.2116,,0.1062,,0.0128,,,162702.0,142253.0,158761.0,,58.0,1996.0,,313185271.0,,209655747.0,,66272290.0,,33253241.0
2023,2023,29065,Saint-Philibert,M,348,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,56624955.0,,103005.0,,0.3235,,0.2886,,0.3861,,0.0018,,,149627.0,143789.0,180910.0,,104.0,313.0,,56576450.0,,18300991.0,,16325802.0,,21846652.0
2023,2023,29073,Saint-Georges,V,33704,25 000 @ 99 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,3943266673.5,,82964080.5,,0.7329,,0.2183,,0.0263,,0.0225,,,213710.0,165655.0,282509.0,,56.0,13958.0,,3692740495.5,,2706335310.0,,806243970.0,,97197135.0
2023,2023,29095,Lac-Poulin,VL,149,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,73177000.0,,1710600.0,,0.9687,,0.0048,,0.0031,,0.0234,,,556567.0,438093.0,365885.0,,210.0,200.0,,73177000.0,,70885300.0,,352400.0,,228700.0
2023,2023,29100,Saint-Benoît-Labre,M,1680,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,258915736.0,,2206600.0,,0.5463,,0.1868,,0.2583,,0.0086,,,199903.0,183638.0,212400.0,,122.0,1219.0,,257850600.0,,140876300.0,,48175200.0,,66592500.0
2023,2023,29112,Saint-Éphrem-de-Beauce,M,2420,2 000 @ 9 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,298632126.0,,2713600.0,,0.5069,,0.1576,,0.3264,,0.0092,,,183576.0,149655.0,221702.0,,81.0,1347.0,,295779700.0,,149921900.0,,46601500.0,,96542700.0
2023,2023,29120,Notre-Dame-des-Pins,P,1777,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,195578315.52,,2774912.0,,0.8093,,0.1433,,0.0328,,0.0146,,,207609.0,185018.0,217068.0,,125.0,901.0,,190058064.0,,153817664.0,,27232800.0,,6232688.0
2023,2023,29125,Saint-Simon-les-Mines,M,619,1 @ 1 999,AR290,Beauce-Sartigan,12,Chaudière-Appalaches,,,73401544.0,,1912838.0,,0.6256,,0.1915,,0.1568,,0.0261,,,213175.0,195476.0,150105.0,,86.0,489.0,,73401544.0,,45917750.0,,14059158.0,,11511798.0
2023,2023,30005,Saint-Augustin-de-Woburn,P,683,1 @ 1 999,AR300,Le Granit,5,Estrie,,,120982379.16,,4910778.0,,0.4567,,0.2254,,0.2767,,0.0412,,,173519.0,143250.0,173825.0,,100.0,696.0,,119066160.0,,54375606.0,,26833320.0,,32946456.0
2023,2023,30010,Notre-Dame-des-Bois,M,1069,1 @ 1 999,AR300,Le Granit,5,Estrie,,,203692817.72,,22043692.0,,0.619,,0.1427,,0.1295,,0.1088,,,150094.0,125621.0,106367.0,,61.0,1915.0,,202611256.0,,125420148.0,,28909242.0,,26238174.0
2023,2023,30015,Val-Racine,M,172,1 @ 1 999,AR300,Le Granit,5,Estrie,,,53652368.0,,2916704.0,,0.5713,,0.2453,,0.1291,,0.0544,,,188921.0,173472.0,148622.0,,85.0,361.0,,53634672.0,,30640288.0,,13156080.0,,6921600.0
2023,2023,30020,Piopolis,M,365,1 @ 1 999,AR300,Le Granit,5,Estrie,,,129496800.0,,8121400.0,,0.7483,,0.0791,,0.1099,,0.0627,,,290603.0,288373.0,251939.0,,145.0,514.0,,129496800.0,,96902500.0,,10246400.0,,14226500.0
2023,2023,30025,Frontenac,M,1786,1 @ 1 999,AR300,Le Granit,5,Estrie,,,328382976.0,,9449300.0,,0.7669,,0.0882,,0.1161,,0.0288,,,261932.0,257901.0,252602.0,,145.0,1300.0,,328381500.0,,251833900.0,,28964400.0,,38133900.0
2023,2023,30030,Lac-Mégantic,V,5646,2 000 @ 9 999,AR300,Le Granit,5,Estrie,,,715196611.92,,11531568.0,,0.7003,,0.2772,,0.0051,,0.0174,,,205826.0,146140.0,279592.0,,102.0,2558.0,,661269069.0,,463070244.0,,183318942.0,,3348315.0
2023,2023,30035,Marston,CT,776,1 @ 1 999,AR300,Le Granit,5,Estrie,,,151066800.0,,9308300.0,,0.7926,,0.0767,,0.069,,0.0616,,,269707.0,256115.0,210693.0,,121.0,717.0,,151066800.0,,119740900.0,,11586900.0,,10430700.0
2023,2023,30040,Milan,M,326,1 @ 1 999,AR300,Le Granit,5,Estrie,,,82020300.0,,533485.0,,0.4421,,0.2153,,0.336,,0.0065,,,167330.0,150960.0,179084.0,,103.0,458.0,,82020300.0,,36262835.0,,17661815.0,,27562165.0
2023,2023,30045,Nantes,M,1470,1 @ 1 999,AR300,Le Granit,5,Estrie,,,178946048.92,,5891622.0,,0.6207,,0.1404,,0.2057,,0.0331,,,179971.0,154279.0,155335.0,,89.0,1152.0,,178007720.0,,110497796.0,,24993462.0,,36624840.0
2023,2023,30050,Sainte-Cécile-de-Whitton,M,905,1 @ 1 999,AR300,Le Granit,5,Estrie,,,143719736.6,,2877875.0,,0.5749,,0.1554,,0.2496,,0.0201,,,170682.0,160924.0,160940.0,,93.0,893.0,,142851045.0,,82119085.0,,22203970.0,,35650115.0
2023,2023,30055,Audet,M,771,1 @ 1 999,AR300,Le Granit,5,Estrie,,,97098124.48,,748608.0,,0.4237,,0.136,,0.4325,,0.0078,,,147418.0,132321.0,191515.0,,110.0,507.0,,96308576.0,,40808992.0,,13093920.0,,41657056.0
2023,2023,30070,Saint-Robert-Bellarmin,M,533,1 @ 1 999,AR300,Le Granit,5,Estrie,,,82170021.24,,202464.0,,0.3469,,0.2643,,0.3864,,0.0025,,,110321.0,100048.0,161752.0,,93.0,508.0,,81192738.0,,28163244.0,,21457422.0,,31369608.0
2023,2023,30072,Saint-Ludger,M,1050,1 @ 1 999,AR300,Le Granit,5,Estrie,,,139999868.4,,820295.0,,0.4245,,0.1044,,0.4652,,0.0059,,,128400.0,107279.0,162601.0,,94.0,861.0,,139223025.0,,59096315.0,,14535540.0,,64770875.0
2023,2023,30080,Lac-Drolet,M,1087,1 @ 1 999,AR300,Le Granit,5,Estrie,,,173318675.36,,4581100.0,,0.5763,,0.1506,,0.2465,,0.0266,,,181035.0,155830.0,189834.0,,109.0,913.0,,172258754.0,,99270668.0,,25940860.0,,42466126.0
2023,2023,30085,Saint-Sébastien,M,686,1 @ 1 999,AR300,Le Granit,5,Estrie,,,100430892.0,,479000.0,,0.4432,,0.1826,,0.3695,,0.0048,,,146644.0,129394.0,198089.0,,114.0,507.0,,99577600.0,,44130600.0,,18178900.0,,36789100.0
