an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,Richesse foncière uniformisée (RFU),Évaluation imposable uniformisée agricole - agglomération,Évaluation imposable uniformisée autre,Évaluation imposable uniformisée autre - agglomération,Évaluation imposable uniformisée résidentielle / Évaluation uniformisée des immeubles imposables,Évaluation imposable uniformisée résidentielle / Évaluation uniformisée des immeubles imposables - agglomération,Évaluation imposable uniformisée industrielle et commerciale / Évaluation uniformisée des immeubles imposables,Évaluation imposable uniformisée industrielle et commerciale / Évaluation uniformisée des immeubles imposables - agglomération,Évaluation imposable uniformisée agricole / Évaluation uniformisée des immeubles imposables,Évaluation imposable uniformisée agricole / Évaluation uniformisée des immeubles imposables - agglomération,Évaluation imposable uniformisée autre / Évaluation uniformisée des immeubles imposables,Richesse foncière uniformisée (RFU) - agglomération,Évaluation imposable uniformisée autre / Évaluation uniformisée des immeubles imposables - agglomération,Évaluation moyenne uniformisée des résidences d'un logement (incluant condominiums),Évaluation moyenne uniformisée par logement,RFU par unité d'évaluation imposable et compensable,RFU par unité d'évaluation imposable et compensable - agglomération,Indice RFU par unité d'évaluation imposable et compensable,Nombre d'unité d'évaluation imposable et compensable,Nombre d'unité d'évaluation imposable et compensable - agglomération,Évaluation uniformisée des immeubles imposables,Évaluation uniformisée des immeubles imposables - agglomération,Évaluation imposable uniformisée résidentielle,Évaluation imposable uniformisée résidentielle - agglomération,Évaluation imposable uniformisée industrielle et commerciale,Évaluation imposable uniformisée industrielle et commerciale - agglomération,Évaluation imposable uniformisée agricole
2023,2023,49100,Saint-Edmond-de-Grantham,M,781,1 @ 1 999,AR490,Drummond,17,Centre-du-Québec,,,174852308.58,,3936535.0,,0.4497,,0.0395,,0.4883,,0.0225,,,277057.0,264070.0,376026.0,,216.0,465.0,,174952303.0,,78675219.0,,6912889.0,,85427660.0
2023,2023,49105,Saint-Eugène,M,1198,1 @ 1 999,AR490,Drummond,17,Centre-du-Québec,,,299389768.68,,5179038.0,,0.3415,,0.1403,,0.5008,,0.0173,,,238717.0,201752.0,352223.0,,203.0,850.0,,298742892.0,,102025917.0,,41925165.0,,149612772.0
2023,2023,49113,Saint-Guillaume,M,1460,1 @ 1 999,AR490,Drummond,17,Centre-du-Québec,,,383727892.42,,2871605.0,,0.2548,,0.0412,,0.6964,,0.0075,,,179602.0,157931.0,429706.0,,247.0,893.0,,382532666.0,,97485458.0,,15768158.0,,266407445.0
2023,2023,49125,Saint-Bonaventure,M,1047,1 @ 1 999,AR490,Drummond,17,Centre-du-Québec,,,255951206.28,,4930002.0,,0.3489,,0.0621,,0.5697,,0.0193,,,227036.0,201322.0,358475.0,,206.0,714.0,,254819070.0,,88897545.0,,15813765.0,,145177758.0
2023,2023,49130,Saint-Pie-de-Guire,P,463,1 @ 1 999,AR490,Drummond,17,Centre-du-Québec,,,156551175.0,,2413719.0,,0.248,,0.0128,,0.7238,,0.0154,,,206623.0,200356.0,365774.0,,210.0,428.0,,156551175.0,,38829681.0,,2003364.0,,113304411.0
2023,2023,50005,Sainte-Eulalie,M,1007,1 @ 1 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,199883284.16,,10749984.0,,0.3325,,0.2708,,0.3426,,0.0541,,,166127.0,148778.0,267224.0,,154.0,748.0,,198604672.0,,66026800.0,,53780160.0,,68047728.0
2023,2023,50013,Aston-Jonction,M,441,1 @ 1 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,67545669.36,,1195948.0,,0.3281,,0.0864,,0.5675,,0.018,,,151893.0,138409.0,283805.0,,163.0,238.0,,66453267.0,,21803161.0,,5739395.0,,37714763.0
2023,2023,50023,Saint-Wenceslas,M,1221,1 @ 1 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,212250295.2,,3933600.0,,0.4362,,0.0849,,0.4602,,0.0187,,,192622.0,173303.0,275650.0,,159.0,770.0,,210419880.0,,91789440.0,,17859000.0,,96837840.0
2023,2023,50030,Saint-Célestin,VL,916,1 @ 1 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,98089717.76,,1340292.0,,0.8447,,0.1331,,0.0057,,0.0165,,,204264.0,166234.0,285976.0,,164.0,343.0,,81289820.0,,68668920.0,,10816642.0,,463966.0
2023,2023,50035,Saint-Célestin,M,642,1 @ 1 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,150693788.0,,4019670.0,,0.2541,,0.0812,,0.6381,,0.0267,,,174568.0,165243.0,305048.0,,175.0,494.0,,150693788.0,,38284746.0,,12235184.0,,96154188.0
2023,2023,50042,Saint-Léonard-d'Aston,M,2570,2 000 @ 9 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,371380758.08,,5418088.0,,0.5505,,0.1631,,0.2713,,0.0151,,,199192.0,163532.0,269507.0,,98.0,1378.0,,357796414.0,,196953092.0,,58341324.0,,97083910.0
2023,2023,50050,Sainte-Perpétue,P,979,1 @ 1 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,227845842.0,,1466200.0,,0.2626,,0.0373,,0.6937,,0.0065,,,180129.0,192779.0,386179.0,,222.0,590.0,,226699400.0,,59524900.0,,8448700.0,,157259600.0
2023,2023,50057,Sainte-Monique,M,518,1 @ 1 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,150871846.0,,1211000.0,,0.2106,,0.0186,,0.7627,,0.0081,,,171996.0,154811.0,390860.0,,225.0,386.0,,149830200.0,,31554300.0,,2790900.0,,114274000.0
2023,2023,50065,Grand-Saint-Esprit,M,491,1 @ 1 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,79355700.0,,1641924.0,,0.3934,,0.0126,,0.5732,,0.0207,,,167366.0,150982.0,264519.0,,152.0,300.0,,79354296.0,,31220856.0,,1002024.0,,45489492.0
2023,2023,50072,Nicolet,V,8510,2 000 @ 9 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,1266744621.81,,19829373.0,,0.6808,,0.1362,,0.1646,,0.0184,,,231319.0,175445.0,347053.0,,126.0,3650.0,,1076154657.0,,732629082.0,,146576055.0,,177120147.0
2023,2023,50085,La Visitation-de-Yamaska,M,336,1 @ 1 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,122258367.0,,902781.0,,0.1705,,0.0092,,0.8129,,0.0074,,,161379.0,146471.0,341504.0,,196.0,358.0,,122252724.0,,20841381.0,,1128204.0,,99380358.0
2023,2023,50090,Saint-Zéphirin-de-Courval,P,715,1 @ 1 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,216956614.0,,3317100.0,,0.1952,,0.0092,,0.7802,,0.0154,,,174513.0,150790.0,387423.0,,223.0,560.0,,216007300.0,,42169700.0,,1995400.0,,168525100.0
2023,2023,50095,Saint-Elphège,P,275,1 @ 1 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,107812248.0,,1269873.0,,0.1357,,0.0092,,0.8433,,0.0118,,,149926.0,144130.0,470796.0,,271.0,229.0,,107812248.0,,14632476.0,,992123.0,,90917776.0
2023,2023,50100,Baie-du-Febvre,M,972,1 @ 1 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,254715357.12,,1839152.0,,0.2444,,0.0451,,0.7033,,0.0073,,,157790.0,141928.0,384766.0,,221.0,662.0,,251913760.0,,61556096.0,,11360160.0,,177158352.0
2023,2023,50113,Pierreville,M,2210,2 000 @ 9 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,340924154.68,,6346436.0,,0.4816,,0.053,,0.4464,,0.019,,,164637.0,138167.0,215366.0,,78.0,1583.0,,334020837.0,,160872901.0,,17708027.0,,149093473.0
2023,2023,50128,Saint-François-du-Lac,M,2014,2 000 @ 9 999,AR500,Nicolet-Yamaska,17,Centre-du-Québec,,,288893030.01,,7449876.0,,0.5993,,0.0774,,0.2973,,0.0261,,,191453.0,155710.0,176909.0,,64.0,1633.0,,285978624.0,,171387441.0,,22121856.0,,85019451.0
2023,2023,51008,Maskinongé,M,2411,2 000 @ 9 999,AR510,Maskinongé,4,Mauricie,,,345958558.0,,3242600.0,,0.606,,0.0806,,0.3041,,0.0094,,,220911.0,174090.0,220919.0,,80.0,1566.0,,345271000.0,,209223400.0,,27816600.0,,104988400.0
2023,2023,51015,Louiseville,V,7272,2 000 @ 9 999,AR510,Maskinongé,4,Mauricie,,,861750682.0,,4981600.0,,0.6657,,0.1848,,0.1433,,0.0062,,,208634.0,136604.0,279155.0,,102.0,3087.0,,806093100.0,,536630700.0,,148946700.0,,115534100.0
2023,2023,51020,Yamachiche,M,2953,2 000 @ 9 999,AR510,Maskinongé,4,Mauricie,,,463071960.72,,7547472.0,,0.4419,,0.154,,0.3878,,0.0164,,,197747.0,162038.0,252769.0,,92.0,1832.0,,460613520.0,,203533236.0,,70927380.0,,178605432.0
2023,2023,51025,Saint-Barnabé,P,1191,1 @ 1 999,AR510,Maskinongé,4,Mauricie,,,140756023.87,,1507611.0,,0.5307,,0.0472,,0.4114,,0.0107,,,157418.0,139023.0,166970.0,,96.0,843.0,,140892311.0,,74776625.0,,6651386.0,,57956689.0
2023,2023,51030,Saint-Sévère,P,340,1 @ 1 999,AR510,Maskinongé,4,Mauricie,,,53915775.12,,217080.0,,0.3149,,0.0407,,0.6404,,0.004,,,139648.0,129624.0,221876.0,,128.0,243.0,,53911872.0,,16975224.0,,2193048.0,,34526520.0
2023,2023,51035,Saint-Léon-le-Grand,P,953,1 @ 1 999,AR510,Maskinongé,4,Mauricie,,,173003299.08,,1397379.0,,0.3199,,0.0164,,0.6555,,0.0081,,,161883.0,149787.0,245395.0,,141.0,705.0,,171957093.0,,55016706.0,,2817624.0,,112725384.0
2023,2023,51040,Sainte-Ursule,M,1363,1 @ 1 999,AR510,Maskinongé,4,Mauricie,,,188582400.0,,7001750.0,,0.5539,,0.0192,,0.3894,,0.0375,,,176310.0,145513.0,188771.0,,109.0,999.0,,186629875.0,,103367500.0,,3579250.0,,72681375.0
2023,2023,51045,Saint-Justin,M,987,1 @ 1 999,AR510,Maskinongé,4,Mauricie,,,193077963.9,,5550965.0,,0.4741,,0.0206,,0.4764,,0.0289,,,192199.0,172111.0,186910.0,,107.0,1033.0,,192126634.0,,91086561.0,,3964558.0,,91524550.0
2023,2023,51050,Saint-Édouard-de-Maskinongé,M,741,1 @ 1 999,AR510,Maskinongé,4,Mauricie,,,87254904.0,,7497996.0,,0.7187,,0.0752,,0.1201,,0.0859,,,165646.0,147695.0,107855.0,,62.0,809.0,,87254904.0,,62713464.0,,6562248.0,,10481196.0
2023,2023,51055,Sainte-Angèle-de-Prémont,M,617,1 @ 1 999,AR510,Maskinongé,4,Mauricie,,,70129125.0,,4838750.0,,0.6617,,0.0823,,0.187,,0.069,,,145103.0,123795.0,111140.0,,64.0,631.0,,70129125.0,,46404625.0,,5773500.0,,13112250.0
2023,2023,51060,Saint-Paulin,M,1594,1 @ 1 999,AR510,Maskinongé,4,Mauricie,,,192371586.0,,4585500.0,,0.5615,,0.1153,,0.2992,,0.0241,,,172065.0,140154.0,169640.0,,98.0,1134.0,,190664400.0,,107049700.0,,21987100.0,,57042100.0
2023,2023,51065,Saint-Alexis-des-Monts,P,3063,2 000 @ 9 999,AR510,Maskinongé,4,Mauricie,,,647741208.72,,73610799.0,,0.7773,,0.1012,,0.0071,,0.1144,,,220668.0,199307.0,156007.0,,57.0,4152.0,,643562358.0,,500245959.0,,65127354.0,,4578246.0
2023,2023,51070,Saint-Mathieu-du-Parc,M,1429,1 @ 1 999,AR510,Maskinongé,4,Mauricie,,,389554659.12,,32956572.0,,0.8434,,0.0663,,0.0045,,0.0858,,,271266.0,239213.0,147559.0,,85.0,2640.0,,383918832.0,,323798640.0,,25438380.0,,1725240.0
2023,2023,51075,Saint-Élie-de-Caxton,M,1981,1 @ 1 999,AR510,Maskinongé,4,Mauricie,,,356534122.5,,28516125.0,,0.8719,,0.0362,,0.0112,,0.0807,,,236623.0,220016.0,148247.0,,85.0,2405.0,,353533750.0,,308249375.0,,12815500.0,,3952750.0
2023,2023,51080,Charette,M,1033,1 @ 1 999,AR510,Maskinongé,4,Mauricie,,,120954432.08,,4603770.0,,0.6963,,0.0747,,0.1905,,0.0385,,,187771.0,155251.0,140808.0,,81.0,859.0,,119574710.0,,83262688.0,,8933072.0,,22775180.0
2023,2023,51085,Saint-Boniface,M,5278,2 000 @ 9 999,AR510,Maskinongé,4,Mauricie,,,583699120.0,,21713300.0,,0.8593,,0.0537,,0.0492,,0.0377,,,247689.0,217182.0,186010.0,,68.0,3138.0,,575275900.0,,494361500.0,,30892400.0,,28308700.0
2023,2023,51090,Saint-Étienne-des-Grès,P,4693,2 000 @ 9 999,AR510,Maskinongé,4,Mauricie,,,520648694.0,,13091700.0,,0.8074,,0.0506,,0.1167,,0.0253,,,235955.0,210928.0,187419.0,,68.0,2778.0,,517113800.0,,417502900.0,,26164100.0,,60355100.0
2023,2023,52007,Lavaltrie,V,15578,10 000 @ 24 999,AR520,D'Autray,14,Lanaudière,,,2314296036.0,,83774655.0,,0.8154,,0.0896,,0.0581,,0.0369,,,337094.0,293791.0,370406.0,,89.0,6248.0,,2269136970.0,,1850172030.0,,203299470.0,,131890815.0
2023,2023,52017,Lanoraie,M,5458,2 000 @ 9 999,AR520,D'Autray,14,Lanaudière,,,904875434.0,,25251100.0,,0.7427,,0.0846,,0.1444,,0.0282,,,331202.0,289050.0,320878.0,,117.0,2820.0,,895479800.0,,665093100.0,,75788500.0,,129347100.0
2023,2023,52030,Sainte-Élisabeth,M,1477,1 @ 1 999,AR520,D'Autray,14,Lanaudière,,,422429704.0,,1930900.0,,0.3065,,0.0205,,0.6684,,0.0046,,,245852.0,210531.0,499326.0,,287.0,846.0,,419169100.0,,128492900.0,,8590000.0,,280155300.0
2023,2023,52035,Berthierville,V,4330,2 000 @ 9 999,AR520,D'Autray,14,Lanaudière,,,608160645.5,,20796377.0,,0.6564,,0.297,,0.0107,,0.0359,,,242734.0,152201.0,382973.0,,139.0,1588.0,,579545831.0,,380436120.0,,172136181.0,,6177153.0
2023,2023,52040,Sainte-Geneviève-de-Berthier,M,2369,2 000 @ 9 999,AR520,D'Autray,14,Lanaudière,,,423698439.72,,5483970.0,,0.5671,,0.0608,,0.3587,,0.0133,,,264233.0,230036.0,309495.0,,113.0,1369.0,,411048318.0,,233105832.0,,24995868.0,,147462648.0
2023,2023,52045,Saint-Ignace-de-Loyola,M,2204,2 000 @ 9 999,AR520,D'Autray,14,Lanaudière,,,325189734.43,,12733782.0,,0.8088,,0.0269,,0.1247,,0.0397,,,285664.0,224814.0,226140.0,,82.0,1438.0,,320551810.0,,259252593.0,,8607171.0,,39958264.0
2023,2023,52050,La Visitation-de-l'Île-Dupas,M,678,1 @ 1 999,AR520,D'Autray,14,Lanaudière,,,143828717.5,,1939750.0,,0.6391,,0.0036,,0.3438,,0.0135,,,297326.0,260673.0,260088.0,,150.0,553.0,,144058125.0,,92069375.0,,516625.0,,49532375.0
2023,2023,52055,Saint-Barthélemy,P,2146,2 000 @ 9 999,AR520,D'Autray,14,Lanaudière,,,378468700.05,,14795235.0,,0.5141,,0.0442,,0.4024,,0.0393,,,200322.0,171750.0,182131.0,,66.0,2078.0,,376607280.0,,193628400.0,,16634205.0,,151549440.0
2023,2023,52062,Saint-Cuthbert,M,1929,1 @ 1 999,AR520,D'Autray,14,Lanaudière,,,489451662.48,,14603424.0,,0.3914,,0.0499,,0.5287,,0.03,,,224765.0,201362.0,306290.0,,176.0,1598.0,,487074060.0,,190649052.0,,24307668.0,,257513916.0
2023,2023,52070,Saint-Norbert,P,1125,1 @ 1 999,AR520,D'Autray,14,Lanaudière,,,272022076.04,,6423274.0,,0.4215,,0.0341,,0.5207,,0.0237,,,269272.0,237008.0,357924.0,,206.0,760.0,,270941814.0,,114212956.0,,9225931.0,,141079653.0
2023,2023,52075,Saint-Cléophas-de-Brandon,M,249,1 @ 1 999,AR520,D'Autray,14,Lanaudière,,,48693312.0,,2059344.0,,0.4684,,0.0399,,0.4494,,0.0423,,,218151.0,199394.0,242255.0,,139.0,201.0,,48693312.0,,22808952.0,,1941084.0,,21883932.0
2023,2023,52080,Saint-Gabriel,V,2767,2 000 @ 9 999,AR520,D'Autray,14,Lanaudière,,,239181382.0,,4382400.0,,0.8355,,0.1456,,,,0.0189,,,163124.0,118079.0,152442.0,,55.0,1569.0,,231557300.0,,193468100.0,,33706800.0,,
2023,2023,52085,Saint-Gabriel-de-Brandon,M,2766,2 000 @ 9 999,AR520,D'Autray,14,Lanaudière,,,499768514.0,,22957700.0,,0.7912,,0.0488,,0.1136,,0.0464,,,247561.0,226117.0,175296.0,,64.0,2851.0,,494477300.0,,391208800.0,,24148800.0,,56162000.0
2023,2023,52090,Saint-Didace,P,725,1 @ 1 999,AR520,D'Autray,14,Lanaudière,,,212838370.56,,29847424.0,,0.6634,,0.0215,,0.1745,,0.1406,,,261940.0,236836.0,169728.0,,98.0,1254.0,,212258048.0,,140817536.0,,4558080.0,,37035008.0
2023,2023,52095,Mandeville,M,2400,2 000 @ 9 999,AR520,D'Autray,14,Lanaudière,,,607072784.51,,51693762.0,,0.8553,,0.0328,,0.0265,,0.0854,,,273847.0,241637.0,166458.0,,61.0,3647.0,,605582637.0,,517964379.0,,19849333.0,,16075163.0
2023,2023,53005,Saint-David,M,914,1 @ 1 999,AR530,Pierre-De Saurel,16,Montérégie,,,370725439.36,,1032980.0,,0.1682,,0.0038,,0.8251,,0.0028,,,192046.0,176203.0,531125.0,,305.0,698.0,,369700236.0,,62197228.0,,1413924.0,,305056104.0
2023,2023,53010,Massueville,VL,550,1 @ 1 999,AR530,Pierre-De Saurel,16,Montérégie,,,50197439.88,,825360.0,,0.8214,,0.1264,,0.0352,,0.0169,,,164148.0,149267.0,182536.0,,105.0,275.0,,48716304.0,,40017990.0,,6156570.0,,1716384.0
2023,2023,53015,Saint-Aimé,M,480,1 @ 1 999,AR530,Pierre-De Saurel,16,Montérégie,,,270805717.08,,109.0,,0.1167,,0.0085,,0.8748,,0.0,,,201234.0,195619.0,710776.0,,409.0,381.0,,270781942.0,,31599427.0,,2306113.0,,236876293.0
2023,2023,53020,Saint-Robert,M,1887,1 @ 1 999,AR530,Pierre-De Saurel,16,Montérégie,,,423598233.32,,3517011.0,,0.4422,,0.0486,,0.5009,,0.0083,,,261336.0,244970.0,368988.0,,212.0,1148.0,,421742997.0,,186500262.0,,20483830.0,,211241894.0
2023,2023,53025,Sainte-Victoire-de-Sorel,M,2542,2 000 @ 9 999,AR530,Pierre-De Saurel,16,Montérégie,,,481821329.98,,6403848.0,,0.6125,,0.0383,,0.3358,,0.0133,,,295787.0,258288.0,315948.0,,115.0,1525.0,,480210749.0,,294145843.0,,18387060.0,,161273998.0
2023,2023,53032,Saint-Ours,V,1780,1 @ 1 999,AR530,Pierre-De Saurel,16,Montérégie,,,466822549.2,,11238000.0,,0.521,,0.0428,,0.412,,0.0242,,,327987.0,272707.0,410935.0,,236.0,1136.0,,463697880.0,,241564440.0,,19847880.0,,191047560.0
2023,2023,53040,Saint-Roch-de-Richelieu,M,2580,2 000 @ 9 999,AR530,Pierre-De Saurel,16,Montérégie,,,405874325.0,,9578125.0,,0.82,,0.0328,,0.1233,,0.0239,,,294336.0,268626.0,281076.0,,102.0,1444.0,,400820250.0,,328666125.0,,13161625.0,,49414375.0
2023,2023,53050,Saint-Joseph-de-Sorel,V,1664,1 @ 1 999,AR530,Pierre-De Saurel,16,Montérégie,,,232210540.0,,843700.0,,0.3846,,0.6117,,,,0.0037,,,144188.0,96804.0,398987.0,,229.0,582.0,,228622700.0,,87924500.0,,139854500.0,,
2023,2023,53052,Sorel-Tracy,V,36093,25 000 @ 99 999,AR530,Pierre-De Saurel,16,Montérégie,,,4491759148.0,,84264400.0,,0.8222,,0.1483,,0.0093,,0.0202,,,252667.0,184583.0,314505.0,,62.0,14282.0,,4161773900.0,,3421920300.0,,617076300.0,,38512900.0
2023,2023,53065,Sainte-Anne-de-Sorel,M,2795,2 000 @ 9 999,AR530,Pierre-De Saurel,16,Montérégie,,,378772152.48,,4638492.0,,0.8953,,0.0126,,0.0798,,0.0123,,,268282.0,238659.0,223333.0,,81.0,1696.0,,376142940.0,,336757284.0,,4741740.0,,30005424.0
2023,2023,53072,Yamaska,M,1756,1 @ 1 999,AR530,Pierre-De Saurel,16,Montérégie,,,326637977.66,,5290566.0,,0.5259,,0.025,,0.4329,,0.0163,,,231926.0,186596.0,206081.0,,119.0,1585.0,,324866635.0,,170840400.0,,8113141.0,,140622528.0
2023,2023,53085,Saint-Gérard-Majella,P,241,1 @ 1 999,AR530,Pierre-De Saurel,16,Montérégie,,,123926628.0,,328125.0,,0.1011,,0.0121,,0.8841,,0.0026,,,157686.0,149141.0,453944.0,,261.0,273.0,,123944835.0,,12536055.0,,1505595.0,,109575060.0
2023,2023,54008,Saint-Pie,V,5918,2 000 @ 9 999,AR540,Les Maskoutains,16,Montérégie,,,1135100003.15,,7101020.0,,0.5179,,0.0905,,0.3854,,0.0063,,,285357.0,235147.0,405103.0,,147.0,2802.0,,1135989320.0,,588369670.0,,102753075.0,,437765555.0
2023,2023,54017,Saint-Damase,M,2574,2 000 @ 9 999,AR540,Les Maskoutains,16,Montérégie,,,733732983.06,,3283896.0,,0.39,,0.0615,,0.5442,,0.0043,,,337918.0,282605.0,555858.0,,202.0,1320.0,,763104276.0,,297646272.0,,46903296.0,,415270812.0
2023,2023,54025,Sainte-Madeleine,VL,2294,2 000 @ 9 999,AR540,Les Maskoutains,16,Montérégie,,,332911160.4,,1458288.0,,0.8399,,0.0876,,0.068,,0.0045,,,364195.0,276780.0,410495.0,,149.0,811.0,,327242484.0,,274860351.0,,28673268.0,,22250577.0
2023,2023,54030,Sainte-Marie-Madeleine,P,2955,2 000 @ 9 999,AR540,Les Maskoutains,16,Montérégie,,,643934808.16,,5324704.0,,0.597,,0.0634,,0.3314,,0.0082,,,391164.0,327195.0,480907.0,,175.0,1339.0,,648459840.0,,387098208.0,,41130768.0,,214906160.0
2023,2023,54035,La Présentation,M,2595,2 000 @ 9 999,AR540,Les Maskoutains,16,Montérégie,,,836810925.75,,7960410.0,,0.4075,,0.0447,,0.5386,,0.0093,,,421371.0,342732.0,626825.0,,228.0,1335.0,,859840515.0,,350343495.0,,38421675.0,,463114935.0
2023,2023,54048,Saint-Hyacinthe,V,58732,25 000 @ 99 999,AR540,Les Maskoutains,16,Montérégie,,,10240864886.28,,165174142.0,,0.6871,,0.2146,,0.0807,,0.0176,,,334694.0,222338.0,568811.0,,113.0,18004.0,,9385395054.0,,6448481956.0,,2014406891.0,,757332065.0
2023,2023,54060,Saint-Dominique,M,2783,2 000 @ 9 999,AR540,Les Maskoutains,16,Montérégie,,,624369473.65,,4030260.0,,0.4482,,0.0571,,0.4884,,0.0063,,,310865.0,262372.0,506793.0,,184.0,1232.0,,637542360.0,,285720500.0,,36391420.0,,311400180.0
2023,2023,54065,Saint-Valérien-de-Milton,M,1821,1 @ 1 999,AR540,Les Maskoutains,16,Montérégie,,,462937544.0,,2376200.0,,0.3928,,0.0569,,0.5452,,0.0052,,,306650.0,260142.0,437146.0,,251.0,1059.0,,461134600.0,,181130600.0,,26238600.0,,251389200.0
2023,2023,54072,Saint-Liboire,M,3111,2 000 @ 9 999,AR540,Les Maskoutains,16,Montérégie,,,616433590.0,,3276200.0,,0.5536,,0.055,,0.3861,,0.0054,,,340927.0,295916.0,468415.0,,170.0,1316.0,,612314200.0,,338965400.0,,33649900.0,,236422700.0
2023,2023,54090,Saint-Simon,M,1453,1 @ 1 999,AR540,Les Maskoutains,16,Montérégie,,,420398145.7,,733252.0,,0.3381,,0.0665,,0.5936,,0.0017,,,331296.0,282847.0,606635.0,,349.0,693.0,,419471946.0,,141825852.0,,27899566.0,,249013276.0
2023,2023,54095,Sainte-Hélène-de-Bagot,M,1666,1 @ 1 999,AR540,Les Maskoutains,16,Montérégie,,,419821514.0,,2455600.0,,0.3954,,0.1202,,0.4786,,0.0059,,,286664.0,239014.0,445670.0,,256.0,942.0,,418684000.0,,165543400.0,,50314400.0,,200370600.0
2023,2023,54100,Saint-Hugues,M,1370,1 @ 1 999,AR540,Les Maskoutains,16,Montérégie,,,436017623.12,,1487196.0,,0.2849,,0.0395,,0.6722,,0.0034,,,266741.0,237080.0,528506.0,,304.0,825.0,,434109613.0,,123664642.0,,17135672.0,,291822103.0
2023,2023,54105,Saint-Barnabé-Sud,M,906,1 @ 1 999,AR540,Les Maskoutains,16,Montérégie,,,379259391.4915,,564075.0,,0.2435,,0.0175,,0.7375,,0.0015,,,314475.0,286413.0,740741.0,,426.0,512.0,,376928830.0,,91775980.0,,6611580.0,,277977195.0
2023,2023,54110,Saint-Jude,M,1359,1 @ 1 999,AR540,Les Maskoutains,16,Montérégie,,,357638334.9,,5043280.0,,0.3554,,0.0244,,0.6061,,0.0141,,,275854.0,238672.0,403200.0,,232.0,887.0,,356980030.0,,126888520.0,,8693850.0,,216354380.0
2023,2023,54115,Saint-Bernard-de-Michaudville,M,612,1 @ 1 999,AR540,Les Maskoutains,16,Montérégie,,,267108170.01,,1993893.0,,0.2231,,0.0111,,0.7584,,0.0075,,,259014.0,228394.0,528927.0,,304.0,505.0,,265759974.0,,59283990.0,,2940057.0,,201542034.0
2023,2023,54120,Saint-Louis,M,737,1 @ 1 999,AR540,Les Maskoutains,16,Montérégie,,,241220977.7538,,1025451.0,,0.288,,0.0226,,0.6852,,0.0042,,,219051.0,204087.0,427697.0,,246.0,564.0,,244841709.0,,70520574.0,,5536230.0,,167759454.0
2023,2023,54125,Saint-Marcel-de-Richelieu,M,528,1 @ 1 999,AR540,Les Maskoutains,16,Montérégie,,,264918974.45,,621400.0,,0.1509,,0.0045,,0.8424,,0.0023,,,204070.0,192908.0,618970.0,,356.0,428.0,,273788580.0,,41303990.0,,1224730.0,,230638460.0
2023,2023,55008,Ange-Gardien,M,2950,2 000 @ 9 999,AR550,Rouville,16,Montérégie,,,827119500.0,,7057375.0,,0.329,,0.1463,,0.5161,,0.0086,,,301625.0,259206.0,525823.0,,191.0,1573.0,,817664875.0,,269024625.0,,119599000.0,,421983875.0
2023,2023,55015,Saint-Paul-d'Abbotsford,M,2962,2 000 @ 9 999,AR550,Rouville,16,Montérégie,,,651378214.64,,10861040.0,,0.5007,,0.0477,,0.4351,,0.0166,,,342783.0,288379.0,426574.0,,155.0,1527.0,,654896709.0,,327875011.0,,31206821.0,,284953837.0
2023,2023,55023,Saint-Césaire,V,6051,2 000 @ 9 999,AR550,Rouville,16,Montérégie,,,1223294683.0292,,9658374.0,,0.5368,,0.0936,,0.3617,,0.008,,,330815.0,247127.0,534891.0,,195.0,2287.0,,1211229054.0,,650139220.0,,113365816.0,,438065644.0
2023,2023,55030,Sainte-Angèle-de-Monnoir,M,1785,1 @ 1 999,AR550,Rouville,16,Montérégie,,,422568092.4,,1942800.0,,0.4768,,0.0159,,0.5027,,0.0046,,,324440.0,291953.0,495390.0,,285.0,853.0,,420681240.0,,200576640.0,,6699240.0,,211462560.0
2023,2023,55037,Rougemont,M,2805,2 000 @ 9 999,AR550,Rouville,16,Montérégie,,,601094437.3514,,5406961.0,,0.541,,0.1439,,0.3062,,0.0089,,,354378.0,265034.0,407798.0,,148.0,1474.0,,608255660.0,,329068183.0,,87546092.0,,186234424.0
2023,2023,55048,Marieville,V,11620,10 000 @ 24 999,AR550,Rouville,16,Montérégie,,,2013297110.88,,14991240.0,,0.7484,,0.0928,,0.1511,,0.0077,,,381622.0,297002.0,495764.0,,119.0,4061.0,,1945436988.0,,1455875388.0,,180621408.0,,293948952.0
